Knights,1
Raiders,1
Storm,1
Wests Tigers,1
Broncos,1
Eels,1
Panthers,1
Rabbitohs,1
Sharks,0
Bulldogs,0
Roosters,0
Cowboys,0
Dragons,0
Sea Eagles,0
Titans,0
Warriors,0
